,Adamczyk Andrzej,Andzel Waldemar,Arciszewska-Mielewczyk Dorota,Ardanowski Jan Krzysztof,Arent Iwona,Ast Marek,Babalski Zbigniew,Babinetz Piotr,Badora Maciej,Bartosik Ryszard,Bartuś Barbara,Baszko Mieczysław Kazimierz,Bąk Dariusz,Bernacki Włodzimierz,Bielecki Jerzy,Biernat Zbigniew,Błaszczak Mariusz,Bogucki Jacek,Borowiak Joanna,Borowiec Agata,Bortniczuk Kamil,Borys-Szopa Bożena,Bubula Barbara,Buczak Wojciech,Buda Waldemar,Burzyńska Lidia,Chmielowiec Zbigniew,Chruszcz Sylwester,Cicholska Anna,Cichosz Lucjan,Ciebiada Krzysztof,Cieślak Michał,Cymański Tadeusz,Czabański Krzysztof,Czarnecki Przemysław,Czarnecki Witold,Czartoryski Arkadiusz,Czech Anna,Czerwińska Anita,Czochara Katarzyna,Dobrzyński Leszek,Dolata Zbigniew,Duda Antoni,Duda Elżbieta,Duda Jan,Duszek Marcin,Dutkiewicz Katarzyna,Dworczyk Michał,Dziedziczak Jan,Dziuba Tadeusz,Dziuk Barbara,Falfus Jacek,Filipiak Ewa,Galemba Leszek,Gawron Andrzej,Giżyński Szymon,Glenc Teresa,Gliński Piotr,Głuchowski Krzysztof,Golińska Małgorzata,Gołojuch Kazimierz,Gonciarz Jarosław,Gosiewska Małgorzata,Gosiewski Jerzy,Gowin Jarosław,Gryglas Zbigniew,Gwiazdowski Kazimierz,Hajos Sławomir,Hałas Teresa,Horała Marcin,Hrynkiewicz Józefa,Jach Michał,Janczyk Wiesław,Janik Grzegorz,Janowska Małgorzata,Jędrysek Mariusz Orion,Kaczmarczyk Norbert,Kaczorowska Alicja,Kaczyński Jarosław,Kaleta Piotr,Kałaska Adam,Kamiński Mariusz,Kilian Jan,Kołakowski Lech,Kołakowski Robert,Kossakowski Wojciech,Kosztowniak Andrzej,Kowalczyk Henryk,Kownacki Bartosz,Kozanecka Ewa,Kozik Krzysztof Janusz,Krajewski Jarosław,Krajewski Wiesław,Krasulski Leonard,Król Piotr,Krupka Anna,Kryj Andrzej,Krynicka Bernadeta,Kubiak Dariusz,Kubiak Marta,Kubów Krzysztof,Kuchciński Marek,Kurzępa Jacek,Kwiecień Anna,Kwitek Marek,Latos Tomasz,Latosiński Bogdan,Leśniak Józef,Lichocka Joanna,Lipiec Krzysztof,Lipiński Adam,Lisiecki Paweł,Lorek Grzegorz,Ławniczak Tomasz,Machałek Marzena,Maciejewski Krzysztof,Macierewicz Antoni,Malik Ewa,Małecki Jerzy,Małecki Maciej,Masłowska Gabriela,Materna Jerzy,Mateusiak-Pielucha Beata,Matusiak Grzegorz,Matusiewicz Andrzej,Matuszewski Marek,Matuszny Kazimierz,Melak Andrzej,Miazga Mieczysław,Michałek Iwona,Michałkiewicz Krzysztof,Milczanowska Anna,Milewski Daniel,Mosiński Jan,Moskal Kazimierz,Mrówczyński Aleksander,Mucha Rafał,Mularczyk Arkadiusz,Murdzek Wojciech,Müller Piotr,Naimski Piotr,Naszkiewicz Jerzy,Nowak Maria,Nowicka Danuta,Olejniczak Waldemar,Olszówka Piotr,Ołdakowski Adam,Opioła Marek,Ostrowski Krzysztof,Osuch Jacek,Paluch Anna,Paul Jerzy,Pawłowicz Krystyna,Piechowiak Grzegorz,Piontkowski Dariusz,Piotrowicz Stanisław,Płonka Elżbieta Teresa,Polaczek Jerzy,Polak Marek,Polak Piotr,Porzucek Marcin,Puda Grzegorz,Pyzik Piotr,Raczak Grzegorz,Rusecka Urszula,Rychlik Paweł,Rzymkowski Tomasz,Sasin Jacek,Sasin Roman,Schmidt-Rodziewicz Anna,Schreiber Łukasz,Sellin Jarosław,Siarka Edward,Siarkowska Anna Maria,Sitarski Krzysztof,Skurkiewicz Wojciech,Skwarek Sławomir,Smirnow Andrzej,Smoliński Kazimierz,Sobecka Anna Elżbieta,Sobierajski Czesław,Soboń Artur,Soin Agnieszka,Sośnierz Andrzej,Sprawka Lech,Stachowiak-Różecka Mirosława,Strzałkowski Stefan,Suski Marek,Szałabawka Artur,Szarama Wojciech,Szczurek-Żelazko Józefa,Szefernaker Paweł,Szewczak Jan,Szlachta Andrzej,Szulowski Krzysztof,Szwed Stanisław,Szydełko Halina,Szymańska Ewa,Szynkowski vel Sęk Szymon,Szyszko Jan,Śniadek Janusz,Śnieżek Adam,Świat Jacek,Tarczyński Dominik,Tchórzewski Krzysztof,Telus Robert,Terlecki Ryszard,Tomaszewska Ewa,Trepka Mariusz,Tułajew Sylwester,Uruski Piotr,Uściński Piotr,Wargocka Teresa,Warwas Robert,Warzecha Jan,Wassermann Małgorzata,Wąsik Maciej,Weber Rafał,Wilk Jerzy,Witek Elżbieta,Wnorowski Henryk,Wojtkiewicz Michał,Woźniak Grzegorz Adam,Woźniak Tadeusz,Wójcik Michał,Wróblewska Krystyna,Wróblewski Bartłomiej,Wypych Małgorzata,Zagórski Marek,Zaremba Krzysztof,Zasada Artur,Zawiślak Sławomir,Zbonikowski Łukasz,Zieliński Jarosław,Zieliński Tomasz,Ziobro Zbigniew,Zuba Maria,Zubowski Wojciech,Zyska Ireneusz,Żalek Jacek,Ajchler Zbigniew,Arndt Paweł,Augustyn Urszula,Augustynowska Joanna,Aziewicz Tadeusz,Bańkowski Paweł,Białkowska Anna,Borowczak Jerzy,Brejza Krzysztof,Budka Borys,Bukiewicz Bożenna,Chmiel Małgorzata,Chybicka Alicja,Cichoń Janusz,Cieśliński Piotr,Cimoszewicz Tomasz,Cyrański Adam,Czernow Zofia,Czerwiński Andrzej,Dąbrowska Alicja,Dolniak Barbara,Drozd Ewa,Dunin Artur,Dzikowski Waldy,Fabisiak Joanna,Frydrych Joanna,Furgo Grzegorz,Gadowski Krzysztof,Gajewska Kinga,Gapińska Elżbieta,Gasiuk-Pihowicz Kamila,Gawlik Zdzisław,Gawłowski Stanisław,Gądek Lidia,Gelert Elżbieta,Gierada Artur,Głogowski Tomasz,Golbik Marta,Grabarczyk Cezary,Grabiec Jan,Grupiński Rafał,Hanajczyk Agnieszka,Henczyca Bożena,Hennig-Kloska Paulina,Hibner Jolanta,Hok Marek,Janyska Maria Małgorzata,Jaros Michał,Kamińska Bożena,Karpiński Włodzimierz,Kidawa-Błońska Małgorzata,Kierwiński Marcin,Kluzik-Rostkowska Joanna,Kobyliński Paweł,Kochan Magdalena,Kołacz-Leszczyńska Agnieszka,Kołodziej Ewa,Konwiński Zbigniew,Korol Adam,Korzeniowski Leszek,Kosecki Roman Jacek,Kostuś Tomasz,Krawczyk Iwona,Kropiwnicki Robert,Król Wojciech,Krząkała Marek,Krzywonos-Strycharska Henryka,Kucharski Tomasz,Lamczyk Stanisław,Lassota Józef,Lenartowicz Gabriela,Lenz Tomasz,Leszczyna Izabela,Lieder Ewa,Lipiec Grzegorz,Lubnauer Katarzyna,Ławrynowicz Zofia,Małecka-Libera Beata,Marchewka Arkadiusz,Marczułajtis-Walczak Jagna,Marek Magdalena Ewa,Meysztowicz Jerzy,Mężydło Antoni,Mieszkowski Krzysztof,Miller Rajmund,Misiło Piotr,Młyńczak Aldona,Mroczek Czesław,Mrzygłocka Izabela Katarzyna,Mucha Joanna,Munyama Killion,Myrcha Arkadiusz,Nemś Anna,Neumann Sławomir,Niedziela Dorota,Niemczyk Małgorzata,Nitras Sławomir,Nowak Tomasz Piotr,Nykiel Mirosława,Nykiel Włodzimierz,Obrycki Norbert,Okła-Drewnowicz Marzena,Olszewski Paweł,Osos Katarzyna,Pampuch Mirosław,Papke Paweł,Pawłowicz Zbigniew,Pępek Małgorzata,Piechota Sławomir Jan,Pietraszewska Danuta,Piotrowska Teresa,Plocke Kazimierz,Pomaska Agnieszka,Protas Jacek,Pudłowski Paweł,Radziszewska Elżbieta,Raniewicz Grzegorz,Raś Ireneusz,Rosa Monika,Rozpondek Halina,Ruszczyk Leszek,Rutkowska Dorota,Rutnicki Jakub,Rząsa Marek,Schetyna Grzegorz,Sibińska Krystyna,Siemoniak Tomasz,Skowrońska Krystyna,Sowa Marek,Stasiński Michał,Stępień Elżbieta,Suchoń Mirosław,Suski Paweł,Szczerba Michał,Szłapka Adam,Szumilas Krystyna,Szydłowska Bożena,Szymański Tomasz,Śledzińska-Katarasińska Iwona,Święcicki Marcin,Tomczyk Cezary,Truskolaski Krzysztof,Tyszkiewicz Robert,Urbaniak Jarosław,Wasilewska Anna,Wielichowska Monika,Wilczyński Ryszard,Witczak Mariusz,Wójcik Marek,Wróblewska Kornelia,Zembaczyński Witold,Zembala Marian,Ziemniak Wojciech,Ziółkowski Szymon,Żmijan Stanisław,Bejda Paweł,Biernacki Marek,Jarubas Krystian,Kamiński Michał,Kasprzak Mieczysław,Kłopotek Eugeniusz,Kosiniak-Kamysz Władysław,Kotowski Kazimierz,Lubczyk Radosław,Łopata Jan,Maliszewski Mirosław,Mazowiecki Michał Jan,Niesiołowski Stefan,Pasławska Urszula,Paszyk Krzysztof,Protasiewicz Jacek,Sawicki Marek,Sosnowski Zbigniew,Tokarska Genowefa,Tomczak Jacek,Walkowski Piotr,Zgorzelski Piotr,Apel Piotr,Brynkus Józef,Chrobak Barbara,Długi Grzegorz,Grabowski Paweł,Kobylarz Andrzej,Kukiz Paweł,Masłowski Maciej,Mordak Robert,Parda Błażej,Romecki Stefan,Rzepecki Łukasz,Sachajko Jarosław,Szramka Paweł,Ścigaj Agnieszka,Tyszka Stanisław,Kulesza Jakub,Skutecki Paweł,Wilk Jacek,Winnicki Robert,Jaskóła Tomasz,Józwiak Bartosz,Kozłowski Jerzy,Zielińska Elżbieta,Mihułka Joanna,Petru Ryszard,Scheuring-Wielgus Joanna,Jachnik Jerzy,Liroy-Marzec Piotr,Sanocki Janusz,Morawiecki Kornel,Porwich Jarosław,Zwiercan Małgorzata,Andruszkiewicz Adam,Babiarz Piotr Łukasz,Błeńska Magdalena,Galla Ryszard,Jakubiak Marek,Klawiter Jan,Maciejewski Andrzej,Majka Robert,Pięta Stanisław,Ruciński Marek,Arłukowicz Bartosz,Brudziński Joachim,Halicki Andrzej,Jaki Patryk,Jurgiel Krzysztof,Kempa Beata,Kloc Izabela,Kopacz Ewa,Kopcińska Joanna,Kruk Elżbieta,Mazurek Beata,Możdżanowska Andżelika,Rafalska Elżbieta,Rzońca Bogdan,Szydło Beata,Tobiszowski Grzegorz,Waszczykowski Witold,Zalewska Anna
51948,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Nieobecny,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Nieobecny,Przeciw,Przeciw,Nieobecny,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Nieobecny,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Nieobecny,Nieobecny,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Nieobecny,Przeciw,Nieobecny,Przeciw,Przeciw,Przeciw,Nieobecny,Przeciw,Przeciw,Nieobecny,Przeciw,Przeciw,Nieobecny,Przeciw,Przeciw,Przeciw,Przeciw,Nieobecny,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Nieobecny,Przeciw,Przeciw,Nieobecny,Nieobecny,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Przeciw,Nieobecny,Przeciw,Przeciw,Przeciw,Przeciw,Nieobecny,Przeciw,Przeciw,Przeciw,Nieobecny,Nieobecny,Przeciw,Nieobecny,Przeciw,Za,Za,Nieobecny,Nieobecny,Za,Nieobecny,Nieobecny,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Nieobecny,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Za,Nieobecny,Wstrzymał się,Wstrzymał się,Wstrzymał się,Przeciw,Przeciw,Przeciw,Wstrzymał się,Nieobecny,Nieobecny,Za,Za,Nieobecny,Za,Nieobecny,Wstrzymał się,Wstrzymał się,Przeciw,Nieobecny,Za,Za,Nieobecny,Za,Za,Przeciw,Za,Za,Nieobecny,Przeciw,Za,Nieobecny,,,,,,,,,,,,,,,,,,
51947,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Przeciw,Za,Za,Za,Za,Nieobecny,Za,Nieobecny,Za,Za,Za,Nieobecny,Za,Za,Za,Nieobecny,Za,Za,Nieobecny,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Nieobecny,Nieobecny,Za,Za,Nieobecny,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Nieobecny,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Nieobecny,Nieobecny,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Nieobecny,Wstrzymał się,Wstrzymał się,Nieobecny,Wstrzymał się,Nieobecny,Za,Wstrzymał się,Wstrzymał się,Wstrzymał się,Nieobecny,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Nieobecny,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Nieobecny,Wstrzymał się,Wstrzymał się,Nieobecny,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Przeciw,Wstrzymał się,Za,Wstrzymał się,Przeciw,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Nieobecny,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Nieobecny,Wstrzymał się,Nieobecny,Wstrzymał się,Nieobecny,Wstrzymał się,Nieobecny,Wstrzymał się,Wstrzymał się,Nieobecny,Nieobecny,Wstrzymał się,Nieobecny,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Nieobecny,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Za,Za,Wstrzymał się,Za,Wstrzymał się,Nieobecny,Wstrzymał się,Wstrzymał się,Nieobecny,Nieobecny,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Nieobecny,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Nieobecny,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Nieobecny,Nieobecny,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Nieobecny,Wstrzymał się,Wstrzymał się,Wstrzymał się,Nieobecny,Nieobecny,Wstrzymał się,Nieobecny,Wstrzymał się,Za,Za,Nieobecny,Nieobecny,Za,Nieobecny,Nieobecny,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Nieobecny,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Nieobecny,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Nieobecny,Nieobecny,Za,Za,Nieobecny,Za,Nieobecny,Wstrzymał się,Nieobecny,Wstrzymał się,Nieobecny,Nieobecny,Za,Nieobecny,Wstrzymał się,Za,Za,Za,Za,Nieobecny,Wstrzymał się,Nieobecny,Nieobecny,,,,,,,,,,,,,,,,,,
51946,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Nieobecny,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Nieobecny,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Nieobecny,Za,Nieobecny,Za,Za,Za,Nieobecny,Nieobecny,Za,Nieobecny,Za,Za,Nieobecny,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Nieobecny,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Nieobecny,Nieobecny,Za,Nieobecny,Za,Za,Za,Nieobecny,Nieobecny,Za,Nieobecny,Nieobecny,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Nieobecny,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Nieobecny,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Nieobecny,Nieobecny,Za,Za,Nieobecny,Za,Nieobecny,Za,Za,Wstrzymał się,Nieobecny,Za,Za,Nieobecny,Za,Za,Nieobecny,Za,Za,Nieobecny,Wstrzymał się,Za,Nieobecny,,,,,,,,,,,,,,,,,,
51945,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Nieobecny,Za,Nieobecny,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Nieobecny,Nieobecny,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Nieobecny,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Wstrzymał się,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Nieobecny,Za,Za,Nieobecny,Nieobecny,Za,Za,Nieobecny,Za,Za,Nieobecny,Za,Za,Za,Za,Nieobecny,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Nieobecny,Za,Za,Nieobecny,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Nieobecny,Za,Za,Za,Nieobecny,Nieobecny,Za,Nieobecny,Za,Za,Za,Nieobecny,Nieobecny,Za,Nieobecny,Nieobecny,Za,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Za,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Nieobecny,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Nieobecny,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Wstrzymał się,Nieobecny,Nieobecny,Za,Za,Nieobecny,Za,Nieobecny,Za,Za,Wstrzymał się,Nieobecny,Za,Za,Nieobecny,Za,Za,Za,Za,Za,Nieobecny,Wstrzymał się,Za,Nieobecny,,,,,,,,,,,,,,,,,,
